team,conference,avg_point_sc_home,avg_point_sc_vis,avg_point_sc_tot,avg_point_allowed_home,avg_point_allowed_vis,avg_point_allowed_tot,avg_sc_diff_home,avg_sc_diff_vis,avg_sc_diff_tot,win_perc_home,win_perc_vis,win_perc_tot,total_games,tournament
Old Dominion,Conference USA,69.88235294117646,62.6,66.46875,66.41176470588235,67.73333333333333,67.03125,3.4705882352941178,-5.133333333333334,-0.5625,0.5882352941176471,0.2,0.40619999999999995,32,0
Oral Roberts,Summit League,88.125,78.13333333333334,83.29032258064517,70.6875,78.33333333333333,74.38709677419355,17.4375,-0.2,8.903225806451612,0.6875,0.5333333333333333,0.6129,31,0
Oregon,Pacific-12,73.1,71.33333333333333,72.34285714285714,66.95,73.4,69.71428571428571,6.15,-2.066666666666667,2.6285714285714286,0.65,0.4666666666666667,0.5714,35,0
Oregon St.,Pacific-12,72.29411764705883,63.42857142857143,68.29032258064517,79.05882352941177,77,78.12903225806451,-6.764705882352941,-13.571428571428571,-9.838709677419354,0.17647058823529413,0,0.0968,31,0
Ottawa AZ,NA,NA,62.5,62.5,NA,76,76,NA,-13.5,-13.5,NA,0.5,0.5,2,0
Our Lady of the Lake,NA,NA,65,65,NA,80,80,NA,-15,-15,NA,0,0,2,0
Pacific,West Coast,71.4,60.333333333333336,65.86666666666666,71.66666666666667,73.8,72.73333333333333,-0.26666666666666666,-13.466666666666667,-6.866666666666666,0.5333333333333333,0,0.2667,30,0
Pacific Lutheran,NA,NA,40,40,NA,89,89,NA,-49,-49,NA,0,0,1,0
Palm Beach Atlantic,NA,NA,63,63,NA,84,84,NA,-21,-21,NA,0,0,1,0
Paul Quinn,NA,NA,53,53,NA,79.4,79.4,NA,-26.4,-26.4,NA,0,0,5,0
Penn,Ivy League,73.2,71.38888888888889,72.03571428571429,71.4,77.72222222222223,75.46428571428571,1.8,-6.333333333333333,-3.4285714285714284,0.6,0.3333333333333333,0.4286,28,0
Penn St.,Big Ten,68.23529411764706,60.214285714285715,64.61290322580645,63.88235294117647,66.35714285714286,65,4.352941176470588,-6.142857142857143,-0.3870967741935484,0.6470588235294118,0.21428571428571427,0.45159999999999995,31,0
Penn St. Wilkes Barre,NA,NA,55,55,NA,111,111,NA,-56,-56,NA,0,0,1,0
Penn State Allegheny,NA,NA,71,71,NA,126,126,NA,-55,-55,NA,0,0,1,0
Penn State Behrend,NA,NA,47,47,NA,89,89,NA,-42,-42,NA,0,0,1,0
Penn State York,NA,NA,47,47,NA,85,85,NA,-38,-38,NA,0,0,1,0
Pepperdine,West Coast,70.41176470588235,65.73333333333333,68.21875,73.76470588235294,81.73333333333333,77.5,-3.3529411764705883,-16,-9.28125,0.4117647058823529,0,0.2188,32,0
Peru St.,NA,NA,62,62,NA,88,88,NA,-26,-26,NA,0,0,1,0
Pfeiffer,NA,NA,69,69,NA,109,109,NA,-40,-40,NA,0,0,1,0
Philander Smith,NA,NA,51,51,NA,60,60,NA,-9,-9,NA,0,0,1,0
Piedmont,NA,NA,55,55,NA,89,89,NA,-34,-34,NA,0,0,2,0
Pittsburgh,Atlantic Coast,62.5,59.916666666666664,61.53125,66.65,70.41666666666667,68.0625,-4.15,-10.5,-6.53125,0.4,0.25,0.34380000000000005,32,0
Point,NA,NA,65,65,NA,77,77,NA,-12,-12,NA,0,0,1,0
Point Park,NA,NA,45.333333333333336,45.333333333333336,NA,101,101,NA,-55.666666666666664,-55.666666666666664,NA,0,0,3,0
Portland,West Coast,79.47058823529412,69,74.23529411764706,69.41176470588235,74.94117647058823,72.17647058823529,10.058823529411764,-5.9411764705882355,2.0588235294117645,0.7647058823529411,0.35294117647058826,0.5588000000000001,34,0
Portland St.,Big Sky,73.26666666666667,73.8125,73.54838709677419,67.13333333333334,76.875,72.16129032258064,6.133333333333334,-3.0625,1.3870967741935485,0.5333333333333333,0.375,0.45159999999999995,31,0
Prairie View A&M,Southwest Athletic,72.22222222222223,68.16666666666667,69.51851851851852,67.77777777777777,80.61111111111111,76.33333333333333,4.444444444444445,-12.444444444444445,-6.814814814814815,0.5555555555555556,0.16666666666666666,0.2963,27,0
Presbyterian,Big South,72.46666666666667,63.705882352941174,67.8125,64.6,70.88235294117646,67.9375,7.866666666666666,-7.176470588235294,-0.125,0.5333333333333333,0.23529411764705882,0.375,32,0
Presentation,NA,NA,58.333333333333336,58.333333333333336,NA,90,90,NA,-31.666666666666668,-31.666666666666668,NA,0,0,3,0
Princeton,Ivy League,80.88235294117646,78.46153846153847,79.83333333333333,67.17647058823529,73.92307692307692,70.1,13.705882352941176,4.538461538461538,9.733333333333333,0.8235294117647058,0.6923076923076923,0.7667,30,0
Providence,Big East,73.30434782608695,67.4,71.51515151515152,66.26086956521739,66,66.18181818181819,7.043478260869565,1.4,5.333333333333333,0.8695652173913043,0.7,0.8181999999999999,33,1
Purchase,NA,NA,40,40,NA,97,97,NA,-57,-57,NA,0,0,1,0
Purdue,Big Ten,81.72,74.41666666666667,79.35135135135135,67.56,70.25,68.43243243243244,14.16,4.166666666666667,10.91891891891892,0.88,0.5833333333333334,0.7837999999999999,37,1
Purdue Fort Wayne,Horizon League,76.27777777777777,70.06666666666666,73.45454545454545,65.61111111111111,74.46666666666667,69.63636363636364,10.666666666666666,-4.4,3.8181818181818183,0.8333333333333334,0.4,0.6364,33,0
Purdue Northwest,NA,NA,71,71,NA,81,81,NA,-10,-10,NA,0,0,1,0
Quincy,NA,NA,63,63,NA,81,81,NA,-18,-18,NA,0,0,1,0
Quinnipiac,Metro Atlantic Athletic,72.8,70.875,71.80645161290323,69.73333333333333,73.125,71.48387096774194,3.066666666666667,-2.25,0.3225806451612903,0.5333333333333333,0.375,0.45159999999999995,31,0
Radford,Big South,69.14285714285714,57.6,63.172413793103445,67.28571428571429,67.53333333333333,67.41379310344827,1.8571428571428572,-9.933333333333334,-4.241379310344827,0.5714285714285714,0.2,0.37929999999999997,29,0
Randolph,NA,NA,62,62,NA,107,107,NA,-45,-45,NA,0,0,1,0
Redlands,NA,NA,78,78,NA,93,93,NA,-15,-15,NA,0,0,1,0
Regent,NA,NA,39.5,39.5,NA,93.66666666666667,93.66666666666667,NA,-54.166666666666664,-54.166666666666664,NA,0,0,6,0
Regis,NA,NA,65,65,NA,68,68,NA,-3,-3,NA,0,0,1,0
Regis MA,NA,NA,51,51,NA,98,98,NA,-47,-47,NA,0,0,1,0
Rhode Island,Atlantic 10,70.11764705882354,63.5,67.12903225806451,63.76470588235294,66.5,65,6.352941176470588,-3,2.129032258064516,0.7058823529411765,0.21428571428571427,0.4839,31,0
Rhodes,NA,NA,48,48,NA,101.5,101.5,NA,-53.5,-53.5,NA,0,0,2,0
Rice,Conference USA,77.8,71.05555555555556,74.12121212121212,69,77,73.36363636363636,8.8,-5.944444444444445,0.7575757575757576,0.6666666666666666,0.3333333333333333,0.48479999999999995,33,0
Richmond,Atlantic 10,72,70.10526315789474,71.02702702702703,68.11111111111111,68.73684210526316,68.43243243243244,3.888888888888889,1.368421052631579,2.5945945945945947,0.6666666666666666,0.631578947368421,0.6486,37,1
Rider,Metro Atlantic Athletic,68.5,67.26315789473684,67.78787878787878,66.71428571428571,71.15789473684211,69.27272727272727,1.7857142857142858,-3.8947368421052633,-1.4848484848484849,0.5,0.3684210526315789,0.4242,33,0
Rivier,NA,NA,55,55,NA,91,91,NA,-36,-36,NA,0,0,1,0
Robert Morris,Horizon League,72.14285714285714,67.22222222222223,69.375,70.85714285714286,77.66666666666667,74.6875,1.2857142857142858,-10.444444444444445,-5.3125,0.2857142857142857,0.2222222222222222,0.25,32,0
Rockford,NA,NA,64,64,NA,96,96,NA,-32,-32,NA,0,0,1,0
Rocky Mountain,NA,NA,52,52,NA,81,81,NA,-29,-29,NA,0,0,1,0
Rogers St.,NA,NA,31,31,NA,91,91,NA,-60,-60,NA,0,0,1,0
Roosevelt,NA,NA,49,49,NA,88,88,NA,-39,-39,NA,0,0,1,0
Rust,NA,NA,48,48,NA,81,81,NA,-33,-33,NA,0,0,1,0
Rutgers,Big Ten,69.84210526315789,66.53846153846153,68.5,62.73684210526316,72.07692307692308,66.53125,7.105263157894737,-5.538461538461538,1.96875,0.7368421052631579,0.3076923076923077,0.5625,32,1
Rutgers Camden,NA,NA,28,28,NA,94,94,NA,-66,-66,NA,0,0,1,0
Sacramento St.,Big Sky,65.57142857142857,65.33333333333333,65.44827586206897,66.14285714285714,73.93333333333334,70.17241379310344,-0.5714285714285714,-8.6,-4.724137931034483,0.42857142857142855,0.3333333333333333,0.37929999999999997,29,0
Sacred Heart,Northeast,73.84615384615384,71.76470588235294,72.66666666666667,70.84615384615384,78.41176470588235,75.13333333333334,3,-6.647058823529412,-2.466666666666667,0.46153846153846156,0.23529411764705882,0.3333,30,0
Saginaw Valley St.,NA,NA,68.5,68.5,NA,65.5,65.5,NA,3,3,NA,0.5,0.5,2,0
Saint Elizabeth,NA,NA,43,43,NA,76,76,NA,-33,-33,NA,0,0,1,0
Saint Joseph's,Atlantic 10,70.6875,64.07142857142857,67.6,67.875,70.42857142857143,69.06666666666666,2.8125,-6.357142857142857,-1.4666666666666666,0.5625,0.14285714285714285,0.3667,30,0
Saint Katherine,NA,NA,62.666666666666664,62.666666666666664,NA,89.33333333333333,89.33333333333333,NA,-26.666666666666668,-26.666666666666668,NA,0,0,3,0
Saint Louis,Atlantic 10,77.5,73.92307692307692,76.17142857142858,63.68181818181818,75,67.88571428571429,13.818181818181818,-1.0769230769230769,8.285714285714286,0.7727272727272727,0.46153846153846156,0.6570999999999999,35,0
Saint Mary's,West Coast,73.6,64.14285714285714,69.70588235294117,58.35,63.857142857142854,60.61764705882353,15.25,0.2857142857142857,9.088235294117647,0.95,0.5,0.7646999999999999,34,1
Saint Peter's,Metro Atlantic Athletic,66.125,67.72222222222223,66.97058823529412,56.8125,67.55555555555556,62.5,9.3125,0.16666666666666666,4.470588235294118,0.75,0.5555555555555556,0.6470999999999999,34,1
Salisbury,NA,NA,91,91,NA,78,78,NA,13,13,NA,1,1,1,0
Salve Regina,NA,NA,59,59,NA,89,89,NA,-30,-30,NA,0,0,1,0
Sam Houston St.,Western Athletic,74.05,63.857142857142854,69.8529411764706,59.05,68.14285714285714,62.794117647058826,15,-4.285714285714286,7.0588235294117645,0.75,0.35714285714285715,0.5882000000000001,34,0
Samford,Southern,78.29411764705883,70.6,74.6875,70.6470588235294,77.46666666666667,73.84375,7.647058823529412,-6.866666666666666,0.84375,0.8823529411764706,0.4,0.6562,32,0
San Diego,West Coast,66.13333333333334,65.5625,65.83870967741936,62.2,72.0625,67.29032258064517,3.933333333333333,-6.5,-1.4516129032258065,0.6,0.375,0.4839,31,0
San Diego Christian,NA,NA,49,49,NA,91,91,NA,-42,-42,NA,0,0,2,0
San Diego St.,Mountain West,67.1,62.583333333333336,65.40625,55.75,62.083333333333336,58.125,11.35,0.5,7.28125,0.85,0.5,0.7188,32,1
San Francisco,West Coast,80.33333333333333,72.53846153846153,77.3529411764706,68.71428571428571,66.23076923076923,67.76470588235294,11.619047619047619,6.3076923076923075,9.588235294117647,0.7619047619047619,0.6153846153846154,0.7059000000000001,34,1
San Francisco St.,NA,NA,65,65,NA,103,103,NA,-38,-38,NA,0,0,2,0
San Jose St.,Mountain West,64.625,63.93333333333333,64.29032258064517,68.875,76,72.3225806451613,-4.25,-12.066666666666666,-8.03225806451613,0.4375,0.06666666666666667,0.2581,31,0
Santa Clara,West Coast,79.45,73.92307692307692,77.27272727272727,71.85,72,71.9090909090909,7.6,1.9230769230769231,5.363636363636363,0.75,0.46153846153846156,0.6364,33,0
Schreiner,NA,NA,46.5,46.5,NA,97,97,NA,-50.5,-50.5,NA,0,0,2,0
Seattle,Western Athletic,76.6,71.91666666666667,74.84375,63.5,71.83333333333333,66.625,13.1,0.08333333333333333,8.21875,0.85,0.5,0.7188,32,0
Seton Hall,Big East,74,68.92307692307692,71.9375,65.89473684210526,67.15384615384616,66.40625,8.105263157894736,1.7692307692307692,5.53125,0.7368421052631579,0.5384615384615384,0.6562,32,1
Shenandoah,NA,NA,59,59,NA,108,108,NA,-49,-49,NA,0,0,1,0
Siena,Metro Atlantic Athletic,68.28571428571429,64.4,66.27586206896552,69.71428571428571,68.66666666666667,69.17241379310344,-1.4285714285714286,-4.266666666666667,-2.896551724137931,0.5714285714285714,0.4666666666666667,0.5172,29,0
SIU Edwardsville,Ohio Valley,68.64285714285714,66.66666666666667,67.53125,63.214285714285715,75.16666666666667,69.9375,5.428571428571429,-8.5,-2.40625,0.5714285714285714,0.16666666666666666,0.34380000000000005,32,0
SMU,American Athletic,76.13636363636364,69.18181818181819,73.81818181818181,66,69.36363636363636,67.12121212121212,10.136363636363637,-0.18181818181818182,6.696969696969697,0.8181818181818182,0.5454545454545454,0.7273000000000001,33,0
South Alabama,Sun Belt,74.85,66.53846153846153,71.57575757575758,61,68.53846153846153,63.96969696969697,13.85,-2,7.606060606060606,0.8,0.38461538461538464,0.6364,33,0
South Carolina,Southeastern,73.7,66,70.96774193548387,68.1,74.18181818181819,70.25806451612904,5.6,-8.181818181818182,0.7096774193548387,0.7,0.36363636363636365,0.5806,31,0
South Carolina St.,Mid-Eastern Athletic,79.1875,66.375,72.78125,72.625,72.125,72.375,6.5625,-5.75,0.40625,0.625,0.375,0.5,32,0
South Dakota,Summit League,77.8125,72.26666666666667,75.12903225806451,65.875,76.26666666666667,70.90322580645162,11.9375,-4,4.225806451612903,0.75,0.4666666666666667,0.6129,31,0
South Dakota St.,Summit League,87.4,83.8,85.85714285714286,68.4,79.53333333333333,73.17142857142858,19,4.266666666666667,12.685714285714285,0.95,0.7333333333333333,0.8571,35,1
South Florida,American Athletic,57.78947368421053,56.916666666666664,57.45161290322581,62.63157894736842,68.5,64.90322580645162,-4.842105263157895,-11.583333333333334,-7.451612903225806,0.3157894736842105,0.16666666666666666,0.2581,31,0
Southeast Missouri St.,Ohio Valley,75.71428571428571,75.44444444444444,75.5625,70.92857142857143,82.22222222222223,77.28125,4.785714285714286,-6.777777777777778,-1.71875,0.6428571428571429,0.2777777777777778,0.4375,32,0
Southeastern Baptist,NA,NA,49.333333333333336,49.333333333333336,NA,111.33333333333333,111.33333333333333,NA,-62,-62,NA,0,0,3,0
Southeastern Louisiana,Southland,85.28571428571429,74.25,78.79411764705883,74.71428571428571,79.85,77.73529411764706,10.571428571428571,-5.6,1.0588235294117647,0.7857142857142857,0.4,0.5588000000000001,34,0
Southern,Southwest Athletic,77.58333333333333,68.3157894736842,71.90322580645162,61.583333333333336,71.78947368421052,67.83870967741936,16,-3.473684210526316,4.064516129032258,0.75,0.42105263157894735,0.5484,31,0
Southern Illinois,Missouri Valley,66.23529411764706,61.357142857142854,64.03225806451613,58.470588235294116,64.85714285714286,61.354838709677416,7.764705882352941,-3.5,2.6774193548387095,0.6470588235294118,0.35714285714285715,0.5161,31,0
Southern Miss,Conference USA,67.6,61.77777777777778,64.42424242424242,72.26666666666667,77.05555555555556,74.87878787878788,-4.666666666666667,-15.277777777777779,-10.454545454545455,0.26666666666666666,0.16666666666666666,0.2121,33,0
Southern Utah,Big Sky,81.11764705882354,74.5,77.71428571428571,70.76470588235294,74.16666666666667,72.51428571428572,10.352941176470589,0.3333333333333333,5.2,0.7647058823529411,0.5555555555555556,0.6570999999999999,35,0
Southwestern,NA,NA,57,57,NA,106,106,NA,-49,-49,NA,0,0,2,0
Southwestern Adventist,NA,NA,56,56,NA,102,102,NA,-46,-46,NA,0,0,2,0
Southwestern Assemblie,NA,NA,75,75,NA,81,81,NA,-6,-6,NA,0,0,1,0
Southwestern Christian,NA,NA,54,54,NA,104,104,NA,-50,-50,NA,0,0,2,0
Spalding,NA,NA,48.5,48.5,NA,70.5,70.5,NA,-22,-22,NA,0,0,2,0
Spring Hill,NA,NA,50.333333333333336,50.333333333333336,NA,89,89,NA,-38.666666666666664,-38.666666666666664,NA,0,0,3,0
Spurgeon,NA,NA,44,44,NA,111,111,NA,-67,-67,NA,0,0,1,0
St. Andrews Pres.,NA,NA,48.5,48.5,NA,92.75,92.75,NA,-44.25,-44.25,NA,0,0,4,0
St. Bonaventure,Atlantic 10,76.375,63.94117647058823,69.96969696969697,65.625,67.29411764705883,66.48484848484848,10.75,-3.3529411764705883,3.484848484848485,0.8125,0.5882352941176471,0.6970000000000001,33,0
St. Francis NY,Northeast,68,66.6470588235294,67.23333333333333,70,70.94117647058823,70.53333333333333,-2,-4.294117647058823,-3.3,0.23076923076923078,0.4117647058823529,0.3333,30,0
St. Francis PA,Northeast,72.66666666666667,65.88888888888889,68.6,70.66666666666667,75.38888888888889,73.5,2,-9.5,-4.9,0.3333333333333333,0.2777777777777778,0.3,30,0
St. John Fisher,NA,NA,58,58,NA,100,100,NA,-42,-42,NA,0,0,1,0
St. John's,Big East,80.47619047619048,77.9090909090909,79.59375,71.38095238095238,79.45454545454545,74.15625,9.095238095238095,-1.5454545454545454,5.4375,0.6190476190476191,0.36363636363636365,0.5312,32,0
St. Joseph's ME,NA,NA,53,53,NA,98,98,NA,-45,-45,NA,0,0,1,0
St. Mary's MD,NA,NA,49,49,NA,98.5,98.5,NA,-49.5,-49.5,NA,0,0,2,0
St. Mary's TX,NA,NA,69,69,NA,81.5,81.5,NA,-12.5,-12.5,NA,0,0,2,0
St. Thomas,Summit League,79.3076923076923,71.17647058823529,74.7,72.53846153846153,77.47058823529412,75.33333333333333,6.769230769230769,-6.294117647058823,-0.6333333333333333,0.38461538461538464,0.29411764705882354,0.3333,30,0
St. Thomas FL,NA,NA,72,72,NA,95,95,NA,-23,-23,NA,0,0,1,0
St. Xavier IL,NA,NA,52,52,NA,74,74,NA,-22,-22,NA,0,0,1,0
Stanford,Pacific-12,69.11111111111111,62.857142857142854,66.375,67.05555555555556,70.78571428571429,68.6875,2.0555555555555554,-7.928571428571429,-2.3125,0.6666666666666666,0.2857142857142857,0.5,32,0
Stephen F. Austin,Western Athletic,76.73684210526316,71.3076923076923,74.53125,68.57894736842105,68.23076923076923,68.4375,8.157894736842104,3.076923076923077,6.09375,0.7368421052631579,0.6153846153846154,0.6875,32,0
Stetson,Atlantic Sun,70.53333333333333,68.8,69.66666666666667,68.46666666666667,74.46666666666667,71.46666666666667,2.066666666666667,-5.666666666666667,-1.8,0.4666666666666667,0.26666666666666666,0.3667,30,0
Stony Brook,America East,74.88235294117646,70.57142857142857,72.93548387096774,68.58823529411765,78.64285714285714,73.12903225806451,6.294117647058823,-8.071428571428571,-0.1935483870967742,0.7647058823529411,0.35714285714285715,0.5806,31,0
Sul Ross St.,NA,NA,49,49,NA,101,101,NA,-52,-52,NA,0,0,1,0
SUNY Oneonta,NA,NA,55,55,NA,79,79,NA,-24,-24,NA,0,0,1,0
SUNY Poly,NA,NA,50,50,NA,97,97,NA,-47,-47,NA,0,0,1,0
Syracuse,Atlantic Coast,80.61111111111111,73.46666666666667,77.36363636363636,75,75.13333333333334,75.06060606060606,5.611111111111111,-1.6666666666666667,2.303030303030303,0.6111111111111112,0.3333333333333333,0.48479999999999995,33,0
Tarleton St.,Western Athletic,69,60.4375,64.58064516129032,63.2,67.3125,65.3225806451613,5.8,-6.875,-0.7419354838709677,0.6666666666666666,0.25,0.45159999999999995,31,0
TCU,Big 12,69.72222222222223,67.0625,68.47058823529412,64,65.9375,64.91176470588235,5.722222222222222,1.125,3.5588235294117645,0.7222222222222222,0.5,0.6175999999999999,34,1
Temple,American Athletic,68,65,66.75862068965517,64.58823529411765,69.08333333333333,66.44827586206897,3.411764705882353,-4.083333333333333,0.3103448275862069,0.6470588235294118,0.5,0.5861999999999999,29,0
Tennessee,Southeastern,74.95652173913044,70.58333333333333,73.45714285714286,60.82608695652174,67,62.94285714285714,14.130434782608695,3.5833333333333335,10.514285714285714,0.8695652173913043,0.5833333333333334,0.7714,35,1
Tennessee Martin,Ohio Valley,71,67.0625,68.9,68.57142857142857,77.875,73.53333333333333,2.4285714285714284,-10.8125,-4.633333333333334,0.35714285714285715,0.1875,0.2667,30,0
Tennessee St.,Ohio Valley,76.93333333333334,66.3529411764706,71.3125,68.33333333333333,71.82352941176471,70.1875,8.6,-5.470588235294118,1.125,0.6,0.29411764705882354,0.4375,32,0
Tennessee Tech,Ohio Valley,82.07142857142857,65.5,72.75,76.07142857142857,71.77777777777777,73.65625,6,-6.277777777777778,-0.90625,0.5,0.2222222222222222,0.34380000000000005,32,0
Tennessee Wesleyan,NA,NA,55.666666666666664,55.666666666666664,NA,106.66666666666667,106.66666666666667,NA,-51,-51,NA,0,0,3,0
Texas,Big 12,69.42857142857143,67.76923076923077,68.79411764705883,54.38095238095238,70.76923076923077,60.64705882352941,15.047619047619047,-3,8.147058823529411,0.8095238095238095,0.38461538461538464,0.6470999999999999,34,1
Texas A&M,Southeastern,74.375,70.1875,72.7,63.75,69.5625,66.075,10.625,0.625,6.625,0.75,0.5625,0.675,40,0
Texas A&M Commerce,NA,NA,65.5,65.5,NA,65.5,65.5,NA,0,0,NA,0.5,0.5,2,0
Texas A&M Corpus Chris,Southland,79.23529411764706,74.16666666666667,76.62857142857143,66.88235294117646,73.16666666666667,70.11428571428571,12.352941176470589,1,6.514285714285714,0.7647058823529411,0.5555555555555556,0.6570999999999999,35,1
Texas A&M Intl,NA,NA,59,59,NA,74,74,NA,-15,-15,NA,0,0,1,0
Texas Lutheran,NA,NA,64,64,NA,102,102,NA,-38,-38,NA,0,0,1,0
Texas Permian Basin,NA,NA,59,59,NA,84,84,NA,-25,-25,NA,0,0,1,0
Texas Southern,Southwest Athletic,74.66666666666667,65.65,69.03125,63.583333333333336,67.6,66.09375,11.083333333333334,-1.95,2.9375,0.8333333333333334,0.45,0.5938,32,1
Texas St.,Sun Belt,74.28571428571429,66.86666666666666,70.44827586206897,58.785714285714285,67.4,63.241379310344826,15.5,-0.5333333333333333,7.206896551724138,0.8571428571428571,0.6,0.7241,29,0
Texas Tech,Big 12,78.34782608695652,61.785714285714285,72.08108108108108,57.869565217391305,65.21428571428571,60.648648648648646,20.47826086956522,-3.4285714285714284,11.432432432432432,1,0.2857142857142857,0.7297,37,1
The Apprentice School,NA,NA,56,56,NA,96,96,NA,-40,-40,NA,0,0,1,0
The Citadel,Southern,79.6875,75.875,77.78125,72.6875,80.375,76.53125,7,-4.5,1.25,0.5,0.375,0.4375,32,0
Toccoa Falls,NA,NA,51.666666666666664,51.666666666666664,NA,99,99,NA,-47.333333333333336,-47.333333333333336,NA,0,0,3,0
Toledo,Mid-American,79.76470588235294,80.05882352941177,79.91176470588235,65.94117647058823,71.3529411764706,68.6470588235294,13.823529411764707,8.705882352941176,11.264705882352942,0.8235294117647058,0.7058823529411765,0.7646999999999999,34,0
Tougaloo,NA,NA,72,72,NA,77,77,NA,-5,-5,NA,0,0,1,0
Towson,Colonial Athletic Association,72.66666666666667,73.125,72.88235294117646,64.16666666666667,64.375,64.26470588235294,8.5,8.75,8.617647058823529,0.7777777777777778,0.6875,0.7353000000000001,34,0
Transylvania,NA,NA,59,59,NA,84,84,NA,-25,-25,NA,0,0,1,0
Trinity Baptist,NA,NA,43.5,43.5,NA,85.5,85.5,NA,-42,-42,NA,0,0,2,0
Trinity Christian,NA,NA,59.5,59.5,NA,98.5,98.5,NA,-39,-39,NA,0,0,2,0
Trinity FL,NA,NA,48,48,NA,111,111,NA,-63,-63,NA,0,0,1,0
Trinity TX,NA,NA,66,66,NA,97,97,NA,-31,-31,NA,0,0,1,0
Troy,Sun Belt,71.53333333333333,67.11764705882354,69.1875,61.2,69.52941176470588,65.625,10.333333333333334,-2.411764705882353,3.5625,0.7333333333333333,0.5294117647058824,0.625,32,0
Truett McConnell,NA,NA,49,49,NA,91,91,NA,-42,-42,NA,0,0,1,0
Tulane,American Athletic,77.6,68.35714285714286,73.13793103448276,72.26666666666667,71.14285714285714,71.72413793103448,5.333333333333333,-2.7857142857142856,1.4137931034482758,0.6666666666666666,0.2857142857142857,0.4828,29,0
Tulsa,American Athletic,70.33333333333333,63.30769230769231,67.38709677419355,67.55555555555556,73.15384615384616,69.90322580645162,2.7777777777777777,-9.846153846153847,-2.5161290322580645,0.5,0.15384615384615385,0.35479999999999995,31,0
Tuskegee,NA,NA,65,65,NA,91,91,NA,-26,-26,NA,0,0,1,0
UAB,Conference USA,84.23809523809524,74.42857142857143,80.31428571428572,62.42857142857143,73.21428571428571,66.74285714285715,21.80952380952381,1.2142857142857142,13.571428571428571,0.9047619047619048,0.5714285714285714,0.7714,35,1
UC Davis,Big West,68.5,66.9,67.83333333333333,66.35714285714286,66.4,66.375,2.142857142857143,0.5,1.4583333333333333,0.5714285714285714,0.5,0.5417000000000001,24,0
UC Irvine,Big West,73.36363636363636,60.642857142857146,66.24,56,63.642857142857146,60.28,17.363636363636363,-3,5.96,0.8181818181818182,0.42857142857142855,0.6,25,0
UC Riverside,Big West,70.42857142857143,62.785714285714285,66.60714285714286,61.42857142857143,66,63.714285714285715,9,-3.2142857142857144,2.892857142857143,0.7142857142857143,0.42857142857142855,0.5714,28,0
UC San Diego,Big West,75.46153846153847,65.9375,70.20689655172414,66.76923076923077,73.625,70.55172413793103,8.692307692307692,-7.6875,-0.3448275862068966,0.6923076923076923,0.25,0.4483,29,0
UC Santa Barbara,Big West,76.07142857142857,71.5,73.78571428571429,60.57142857142857,70.92857142857143,65.75,15.5,0.5714285714285714,8.035714285714286,0.7857142857142857,0.42857142857142855,0.6071,28,0
UCF,American Athletic,70,69.61538461538461,69.83333333333333,61.88235294117647,76.53846153846153,68.23333333333333,8.117647058823529,-6.923076923076923,1.6,0.8235294117647058,0.3076923076923077,0.6,30,0
UCLA,Pacific-12,78.04761904761905,71.42857142857143,75.4,62.76190476190476,67,64.45714285714286,15.285714285714286,4.428571428571429,10.942857142857143,0.9047619047619048,0.5714285714285714,0.7714,35,1
UMass Lowell,America East,75.57142857142857,66.6470588235294,70.6774193548387,63.714285714285715,67.52941176470588,65.80645161290323,11.857142857142858,-0.8823529411764706,4.870967741935484,0.5714285714285714,0.4117647058823529,0.4839,31,0
UMBC,America East,79.13333333333334,68.94117647058823,73.71875,69.33333333333333,74.52941176470588,72.09375,9.8,-5.588235294117647,1.625,0.7333333333333333,0.4117647058823529,0.5625,32,0
UMKC,Western Athletic,79.73333333333333,69.6875,74.54838709677419,64,70.3125,67.25806451612904,15.733333333333333,-0.625,7.290322580645161,0.7333333333333333,0.5,0.6129,31,0
UNC Asheville,Big South,78.47058823529412,71.73333333333333,75.3125,64.23529411764706,73.93333333333334,68.78125,14.235294117647058,-2.2,6.53125,0.5882352941176471,0.4666666666666667,0.5312,32,0
UNC Greensboro,Southern,65.46666666666667,64.76470588235294,65.09375,62.6,67.05882352941177,64.96875,2.8666666666666667,-2.2941176470588234,0.125,0.6,0.47058823529411764,0.5312,32,0
UNC Wilmington,Colonial Athletic Association,71.21052631578948,73.11764705882354,72.11111111111111,66.57894736842105,71.6470588235294,68.97222222222223,4.631578947368421,1.4705882352941178,3.138888888888889,0.7894736842105263,0.7058823529411765,0.75,36,0
University of Dallas,NA,NA,65,65,NA,108,108,NA,-43,-43,NA,0,0,1,0
UNLV,Mountain West,71.28571428571429,67.18181818181819,69.875,62.285714285714285,71.9090909090909,65.59375,9,-4.7272727272727275,4.28125,0.6666666666666666,0.36363636363636365,0.5625,32,0
US Merchant Marine,NA,NA,48,48,NA,106,106,NA,-58,-58,NA,0,0,1,0
USC,Pacific-12,74.4,69.5,72.38235294117646,65.75,66.28571428571429,65.97058823529412,8.65,3.2142857142857144,6.411764705882353,0.8,0.7142857142857143,0.7646999999999999,34,1
USC Upstate,Big South,73.14285714285714,70.16666666666667,71.46875,68.71428571428571,76.61111111111111,73.15625,4.428571428571429,-6.444444444444445,-1.6875,0.5,0.4444444444444444,0.46880000000000005,32,0
